1in_linear,16,4,30,100,2,-2,0.00018123982064062753,6,0,3,2,5
1in_linear,16,4,30,100,2,-2,6.062427708351675e-06,5,4,2,2,3
1in_linear,6,3,50,100,2,-2,2.7127000336500964e-06,3,0,0,1,2
1in_linear,6,3,50,100,2,-2,0.000733661861561215,3,1,1,0,1
1in_linear,6,3,50,100,2,-2,2.300623448441859e-06,4,0,1,0,1
1in_linear,6,3,50,100,2,-2,4.2540012130301335e-06,0,2,2,1,1
1in_linear,6,3,50,100,2,-2,3.5415353628963153e-07,0,2,3,1,0
1in_linear,6,3,50,100,2,-2,5.181774612070801e-06,0,0,2,3,1
1in_linear,6,3,50,100,2,-2,6.231220308570626e-06,4,0,2,0,0
1in_linear,6,3,50,100,2,-2,1.6412952131350092e-06,3,0,1,0,2
1in_linear,6,3,50,100,2,-2,0.0004928764854879071,2,0,2,0,2
1in_linear,6,3,50,100,2,-2,3.863915446747827e-05,2,1,2,0,1
1in_linear,6,3,50,100,2,-2,6.781109509568289e-10,1,3,1,0,1
1in_linear,6,3,50,100,2,-2,0.0001480418847616045,3,1,0,2,0
1in_linear,6,3,50,100,2,-2,0.0002828889545022254,1,2,2,1,0
1in_linear,6,3,50,100,2,-2,2.2231467179256514e-05,1,1,2,1,1
1in_linear,6,3,50,100,2,-2,0.00022073558718819933,2,2,2,0,0
1in_linear,6,3,50,100,2,-2,5.138473084720332e-05,2,0,1,2,1
1in_linear,6,3,50,100,2,-2,0.009738216590871816,6,0,0,0,0
1in_linear,6,3,50,100,2,-2,7.1620374515209666e-06,4,1,0,1,0
1in_linear,6,3,50,100,2,-2,0.0018079050634911722,1,1,2,0,2
1in_linear,6,3,50,100,2,-2,0.0014123873508046217,2,1,1,0,2
1in_linear,6,3,50,100,2,-2,1.2282208141626332e-07,3,0,0,2,1
1in_linear,6,3,50,100,2,-2,1.382688745412484e-05,0,2,2,0,2
1in_linear,6,3,50,100,2,-2,1.6989245832463723e-05,0,1,2,3,0
1in_linear,6,3,50,100,2,-2,8.303200667073136e-06,0,0,2,0,4
1in_linear,6,3,50,100,2,-2,6.207237047270051e-06,3,2,1,0,0
1in_linear,6,3,50,100,2,-2,1.8678325526381637e-05,1,1,0,1,3
1in_linear,6,3,50,100,2,-2,1.4835522028103627e-05,4,0,2,0,0
